prompt,name,problem_type,language,parallelism_model,temperature,top_p,do_sample,max_new_tokens,prompted,generated_output,did_build,is_source_valid,best_sequential_runtime,output_idx,run_idx,virtual_memory_used,max_gpu_memory_usage,max_gpu_utilization,average_gpu_memory_usage,average_gpu_utilization,generation_times,did_run,is_valid,runtime,num_threads
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"{\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       std::logical_xor<bool>{});\n}",False,True,,2,,N/A,,,,,12.257849931716919,,,,
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a != b; });\n}",True,True,0.009998115,3,0.0,N/A,,,,,10.53567886352539,True,True,0.0128766124,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a != b; });\n}",True,True,0.009998115,3,1.0,N/A,,,,,10.53567886352539,True,True,0.0065867332,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a != b; });\n}",True,True,0.009998115,3,2.0,N/A,,,,,10.53567886352539,True,True,0.0033786264,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a != b; });\n}",True,True,0.009998115,3,3.0,N/A,,,,,10.53567886352539,True,True,0.001846129,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a != b; });\n}",True,True,0.009998115,3,4.0,N/A,,,,,10.53567886352539,True,True,0.0011154596,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0100272336,4,0.0,N/A,,,,,10.91487193107605,True,True,0.0128746202,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0100272336,4,1.0,N/A,,,,,10.91487193107605,True,True,0.006612473,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0100272336,4,2.0,N/A,,,,,10.91487193107605,True,True,0.0033707424,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0100272336,4,3.0,N/A,,,,,10.91487193107605,True,True,0.001851938,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0100272336,4,4.0,N/A,,,,,10.91487193107605,True,True,0.0011135038,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"{\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n        [](bool a, bool b) { return a ^ b; });\n}",False,True,,5,,N/A,,,,,7.676056385040283,,,,
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0100263344,6,0.0,N/A,,,,,11.377220392227173,True,True,0.0128812422,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0100263344,6,1.0,N/A,,,,,11.377220392227173,True,True,0.0065632094,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0100263344,6,2.0,N/A,,,,,11.377220392227173,True,True,0.0033768836,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0100263344,6,3.0,N/A,,,,,11.377220392227173,True,True,0.0018569328,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0100263344,6,4.0,N/A,,,,,11.377220392227173,True,True,0.001120837,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0099946816,7,0.0,N/A,,,,,12.009209394454956,True,True,0.0128866764,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0099946816,7,1.0,N/A,,,,,12.009209394454956,True,True,0.0066066488,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0099946816,7,2.0,N/A,,,,,12.009209394454956,True,True,0.0033942706,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0099946816,7,3.0,N/A,,,,,12.009209394454956,True,True,0.001848364,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0099946816,7,4.0,N/A,,,,,12.009209394454956,True,True,0.0011334394,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false, std::bit_xor<bool>{});\n}",True,True,0.0099916376,8,0.0,N/A,,,,,9.064586639404297,True,True,0.0128449178,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false, std::bit_xor<bool>{});\n}",True,True,0.0099916376,8,1.0,N/A,,,,,9.064586639404297,True,True,0.0065948276,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false, std::bit_xor<bool>{});\n}",True,True,0.0099916376,8,2.0,N/A,,,,,9.064586639404297,True,True,0.003371181,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false, std::bit_xor<bool>{});\n}",True,True,0.0099916376,8,3.0,N/A,,,,,9.064586639404297,True,True,0.0018361612,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false, std::bit_xor<bool>{});\n}",True,True,0.0099916376,8,4.0,N/A,,,,,9.064586639404297,True,True,0.0011151782,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0099900382,9,0.0,N/A,,,,,8.87949824333191,True,True,0.0128722502,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0099900382,9,1.0,N/A,,,,,8.87949824333191,True,True,0.006598427,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0099900382,9,2.0,N/A,,,,,8.87949824333191,True,True,0.0033996466,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0099900382,9,3.0,N/A,,,,,8.87949824333191,True,True,0.0018521618,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       [](bool a, bool b) { return a ^ b; });\n}",True,True,0.0099900382,9,4.0,N/A,,,,,8.87949824333191,True,True,0.0011102434,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false,\n                       std::logical_xor<bool>{});\n}",False,True,,10,,N/A,,,,,9.393972158432007,,,,
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false, std::bit_xor<bool>{});\n}",True,True,0.0099948082,11,0.0,N/A,,,,,7.905865907669067,True,True,0.012860432,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the logical XOR reduction of the vector of bools x.\n   Use HPX to reduce in parallel.  Assume HPX has already been initialized.\n   Example:\n\n   input: [false, false, false, true]\n   output: true\n*/\nbool reduceLogicalXOR(std::vector<bool> const& x) {",25_reduce_xor,reduce,cpp,hpx,0.2,0.95,True,2048,False,"bool reduceLogicalXOR(std::vector<bool> const& x) {\n    return hpx::reduce(hpx::execution::par, x.begin(), x.end(), false, std::bit_xor<bool>{});\n}",True,True,0.0099948082,11,1.0,N/A,,,,,7.905865907669067,True,True,0.0065966878,2.0
